timestamp,url,bytes_downloaded,fetch_latency_ms,status_code,is_relevant,cumulative_pages,cumulative_relevant,error
1776659984.647119,https://arxiv.org/list/cs.LG/recent,88836,88.31208397168666,200,True,1,1,
1776659989.75578,https://arxiv.org/IgnoreMe,0,0.0,0,False,2,1,robots.txt disallowed
1776659989.7561028,https://arxiv.org/,42869,97.00929099926725,200,True,3,2,
1776659992.826124,https://arxiv.org/login,12373,85.57929197559133,200,True,4,3,
1776659993.149345,https://tech.cornell.edu/arxiv/,180461,75.6375000346452,200,True,5,4,
1776659994.332139,https://arxiv.org/list/cs.LG/recent?skip=0&show=50,88836,112.5629169982858,200,True,6,5,
1776659994.3313978,https://www.cornell.edu/,81872,222.72004198748618,200,True,7,6,
1776659996.029721,https://arxiv.org/list/cs.LG/recent?skip=136&show=50,88283,63.9868340222165,200,True,8,7,
1776659999.6014059,https://arxiv.org/list/cs.LG/recent?skip=606&show=50,93207,153.82712503196672,200,True,9,8,
1776660003.555029,https://arxiv.org/list/cs.LG/recent?skip=50&show=50,99370,55.26908300817013,200,True,10,9,
1776660003.734841,https://arxiv.org/format/2604.16282,0,0.0,0,False,11,9,robots.txt disallowed
1776660003.7354,"https://arxiv.org/search/cs?searchtype=author&query=Ye,+F+X",0,0.0,0,False,12,9,robots.txt disallowed
1776660004.5561118,https://arxiv.org/list/cs.LG/recent?skip=100&show=50,93886,50.40387500775978,200,True,13,10,
1776660004.732842,"https://arxiv.org/search/cs?searchtype=author&query=Chennakesavalu,+S",0,0.0,0,False,14,10,robots.txt disallowed
1776660004.7332969,"https://arxiv.org/search/cs?searchtype=author&query=Shmilovich,+K",0,0.0,0,False,15,10,robots.txt disallowed
1776660004.7336488,"https://arxiv.org/search/cs?searchtype=author&query=Weir,+H",0,0.0,0,False,16,10,robots.txt disallowed
1776660004.73397,"https://arxiv.org/search/cs?searchtype=author&query=Bradshaw,+J",0,0.0,0,False,17,10,robots.txt disallowed
1776660004.7343009,"https://arxiv.org/search/cs?searchtype=author&query=Cheng,+C",0,0.0,0,False,18,10,robots.txt disallowed
1776660004.7346182,"https://arxiv.org/search/cs?searchtype=author&query=Chuang,+K",0,0.0,0,False,19,10,robots.txt disallowed
1776660005.556293,https://arxiv.org/list/cs.LG/recent?skip=150&show=50,87987,54.04233402805403,200,True,20,11,
1776660006.557046,https://arxiv.org/list/cs.LG/recent?skip=0&show=25,52623,41.636290960013866,200,True,21,12,
1776659994.332088,https://info.arxiv.org/help,0,12526.370791019872,0,False,22,12,"ClientPayloadError: 400, message:
  Can not decode content-encoding: br"
1776660006.858839,"https://arxiv.org/search/cs?searchtype=author&query=Mittal,+S",0,0.0,0,False,23,12,robots.txt disallowed
1776660006.8590279,"https://arxiv.org/search/cs?searchtype=author&query=Lajoie,+G",0,0.0,0,False,24,12,robots.txt disallowed
1776660007.5578501,https://arxiv.org/html/2604.16282v1,1114115,222.1000420395285,200,True,25,13,
1776660008.5589702,https://arxiv.org/abs/2604.16279,48105,81.7022499977611,200,True,26,14,
1776660009.133518,https://arxiv.org/format/2604.16247,0,0.0,0,False,27,14,robots.txt disallowed
1776660009.134052,"https://arxiv.org/search/cs?searchtype=author&query=Naderi,+H",0,0.0,0,False,28,14,robots.txt disallowed
1776660009.134401,"https://arxiv.org/search/cs?searchtype=author&query=Soleimani,+B+H",0,0.0,0,False,29,14,robots.txt disallowed
1776660009.134636,"https://arxiv.org/search/cs?searchtype=author&query=Matwin,+S",0,0.0,0,False,30,14,robots.txt disallowed
1776660009.559791,https://arxiv.org/html/2604.16265v1,453917,189.83329099137336,200,True,31,15,
1776660010.560904,https://arxiv.org/abs/2604.16259,46244,33.719750004820526,200,True,32,16,
1776660010.798014,https://arxiv.org/format/2604.16242,0,0.0,0,False,33,16,robots.txt disallowed
1776660010.7984269,"https://arxiv.org/search/cs?searchtype=author&query=Yin,+F",0,0.0,0,False,34,16,robots.txt disallowed
1776660010.798708,"https://arxiv.org/search/cs?searchtype=author&query=Wang,+X",0,0.0,0,False,35,16,robots.txt disallowed
1776660011.561484,https://arxiv.org/html/2604.16259v1,386613,182.89287498919293,200,True,36,17,
1776660012.469386,"https://arxiv.org/search/cs?searchtype=author&query=Mouatadid,+S",0,0.0,0,False,37,17,robots.txt disallowed
1776660012.4702551,"https://arxiv.org/search/cs?searchtype=author&query=Dong,+H",0,0.0,0,False,38,17,robots.txt disallowed
1776660012.4706078,"https://arxiv.org/search/cs?searchtype=author&query=Berman,+J",0,0.0,0,False,39,17,robots.txt disallowed
1776660012.470867,"https://arxiv.org/search/cs?searchtype=author&query=Flaspohler,+G",0,0.0,0,False,40,17,robots.txt disallowed
1776660012.4711082,"https://arxiv.org/search/cs?searchtype=author&query=Lu,+A",0,0.0,0,False,41,17,robots.txt disallowed
1776660012.4713411,"https://arxiv.org/search/cs?searchtype=author&query=Schloer,+J",0,0.0,0,False,42,17,robots.txt disallowed
1776660012.47156,"https://arxiv.org/search/cs?searchtype=author&query=Talib,+J",0,0.0,0,False,43,17,robots.txt disallowed
1776660012.562623,https://arxiv.org/abs/2604.16247,48229,62.561333004850894,200,True,44,18,
1776660012.824699,https://arxiv.org/format/2604.16232,0,0.0,0,False,45,18,robots.txt disallowed
1776660012.8251479,"https://arxiv.org/search/cs?searchtype=author&query=Chatzi,+E",0,0.0,0,False,46,18,robots.txt disallowed
1776660013.563785,https://arxiv.org/html/2604.16247v1,286734,109.5445419778116,200,True,47,19,
1776660014.563989,https://arxiv.org/abs/2604.16242,48344,56.0247499961406,200,True,48,20,
1776660014.9055018,https://arxiv.org/format/2604.16220,0,0.0,0,False,49,20,robots.txt disallowed
1776660014.905982,"https://arxiv.org/search/cs?searchtype=author&query=Zhang,+H",0,0.0,0,False,50,20,robots.txt disallowed
